"","case_month","res_state","res_county","county_fips_code","cases","hosp_yes","hosp_no","hosp_missing","death_yes","death_no","death_missing","jhu_cases","jhu_deaths","CovidDeathCount","CovidContributingCount","new_hosp_admissions","total_deaths"
"2133",2022-05-01,"NC","SURRY",37171,569,0,68,501,0,565,4,376,19,3,3,42,2
"2134",2022-05-01,"NC","TRANSYLVANIA",37175,179,8,67,104,0,178,1,124,5,0,1,7,3
"2135",2022-05-01,"NC","UNION",37179,2304,30,620,1654,0,2300,4,1855,10,0,0,25,3
"2136",2022-05-01,"NC","VANCE",37181,373,1,154,218,0,373,0,267,9,1,1,10,0
"2137",2022-05-01,"NC","WAKE",37183,22921,91,1128,21702,0,22889,32,17981,66,12,28,297,29
"2138",2022-05-01,"NC","WATAUGA",37189,384,4,74,306,0,383,1,449,10,0,0,12,0
"2139",2022-05-01,"NC","WAYNE",37191,759,5,205,549,0,758,1,579,18,1,4,21,2
"2140",2022-05-01,"NC","WILKES",37193,518,7,174,337,0,514,4,270,7,1,2,15,3
"2141",2022-05-01,"NC","WILSON",37195,580,15,9,556,0,574,6,395,15,1,1,23,4
"2142",2022-05-01,"NC","YADKIN",37197,363,1,40,322,0,362,1,268,7,1,1,NA,0
"2143",2022-06-01,"NC","ALAMANCE",37001,1663,34,243,1386,0,1657,6,2064,13,8,9,59,10
"2144",2022-06-01,"NC","ALEXANDER",37003,196,2,30,164,0,195,1,125,6,0,0,NA,1
"2145",2022-06-01,"NC","ANSON",37007,264,3,107,154,0,264,0,268,1,0,0,3,1
"2146",2022-06-01,"NC","ASHE",37009,163,0,39,124,0,162,1,125,5,0,1,4,0
"2147",2022-06-01,"NC","BEAUFORT",37013,441,0,1,440,0,440,1,479,3,0,0,27,0
"2148",2022-06-01,"NC","BLADEN",37017,337,8,216,113,0,332,5,387,6,0,0,5,1
"2149",2022-06-01,"NC","BRUNSWICK",37019,1563,5,100,1458,0,1556,7,1791,6,4,4,41,4
"2150",2022-06-01,"NC","BUNCOMBE",37021,2554,20,314,2220,0,2535,19,3038,12,7,11,140,11
"2151",2022-06-01,"NC","BURKE",37023,620,4,123,493,0,603,17,666,4,3,3,48,3
"2152",2022-06-01,"NC","CABARRUS",37025,2160,5,198,1957,0,2148,12,2384,14,5,5,86,6
"2153",2022-06-01,"NC","CALDWELL",37027,776,2,168,606,0,771,5,750,1,1,4,15,4
"2154",2022-06-01,"NC","CARTERET",37031,737,0,56,681,0,732,5,763,7,4,4,34,3
"2155",2022-06-01,"NC","CASWELL",37033,214,3,88,123,0,214,0,248,4,1,1,NA,1
"2156",2022-06-01,"NC","CATAWBA",37035,1498,6,179,1313,0,1492,6,1597,14,3,5,63,4
"2157",2022-06-01,"NC","CHATHAM",37037,604,1,15,588,0,600,4,759,4,1,3,12,3
"2158",2022-06-01,"NC","CHEROKEE",37039,240,0,86,154,0,238,2,214,3,1,1,4,1
"2159",2022-06-01,"NC","CLEVELAND",37045,834,8,116,710,0,832,2,854,17,2,3,23,4
"2160",2022-06-01,"NC","COLUMBUS",37047,377,4,119,254,0,355,22,312,3,0,1,0,2
"2161",2022-06-01,"NC","CRAVEN",37049,1211,4,94,1113,0,1203,8,1122,2,4,7,95,5
"2162",2022-06-01,"NC","CUMBERLAND",37051,3567,6,150,3411,0,3559,8,4317,31,4,8,82,7
"2163",2022-06-01,"NC","CURRITUCK",37053,173,0,2,171,0,172,1,223,1,0,0,NA,0
"2164",2022-06-01,"NC","DARE",37055,403,0,1,402,0,403,0,511,0,1,1,15,1
"2165",2022-06-01,"NC","DAVIDSON",37057,1346,18,238,1090,0,1337,9,1614,4,4,5,23,6
"2166",2022-06-01,"NC","DAVIE",37059,452,2,158,292,0,450,2,549,4,0,1,10,2
"2167",2022-06-01,"NC","DUPLIN",37061,430,2,325,103,0,427,3,298,2,2,2,17,2
"2168",2022-06-01,"NC","DURHAM",37063,4786,5,463,4318,0,4776,10,6021,5,5,11,230,4
"2169",2022-06-01,"NC","EDGECOMBE",37065,489,3,162,324,0,486,3,545,1,2,4,23,4
"2170",2022-06-01,"NC","FORSYTH",37067,3895,83,1391,2421,0,3877,18,4626,17,18,23,213,15
"2171",2022-06-01,"NC","FRANKLIN",37069,863,3,348,512,0,861,2,1050,3,1,1,NA,1
"2172",2022-06-01,"NC","GASTON",37071,2163,68,372,1723,0,2154,9,2263,14,9,11,22,11
"2173",2022-06-01,"NC","GRANVILLE",37077,659,6,321,332,0,659,0,798,3,0,1,7,2
"2174",2022-06-01,"NC","GREENE",37079,193,1,3,189,0,181,12,219,3,0,0,NA,1
"2175",2022-06-01,"NC","GUILFORD",37081,4641,31,1654,2956,0,4625,16,5958,25,10,24,298,25
"2176",2022-06-01,"NC","HALIFAX",37083,591,4,39,548,0,590,1,616,1,0,0,21,1
"2177",2022-06-01,"NC","HARNETT",37085,1064,26,788,250,0,1063,1,1284,4,0,0,22,1
"2178",2022-06-01,"NC","HAYWOOD",37087,560,11,240,309,0,554,6,631,3,4,4,30,3
"2179",2022-06-01,"NC","HENDERSON",37089,867,8,310,549,0,861,6,894,10,2,4,33,5
"2180",2022-06-01,"NC","HERTFORD",37091,175,6,32,137,0,174,1,204,4,2,3,20,2
"2181",2022-06-01,"NC","HOKE",37093,635,15,247,373,0,630,5,718,3,2,2,15,5
"2182",2022-06-01,"NC","IREDELL",37097,1640,8,181,1451,0,1635,5,1826,12,4,6,62,7
"2183",2022-06-01,"NC","JACKSON",37099,264,1,71,192,0,262,2,322,3,0,1,0,2
"2184",2022-06-01,"NC","JOHNSTON",37101,1984,14,454,1516,0,1978,6,2468,8,1,5,47,6
"2185",2022-06-01,"NC","LEE",37105,505,17,234,254,0,502,3,598,1,1,2,9,4
"2186",2022-06-01,"NC","LENOIR",37107,568,9,188,371,0,564,4,470,10,2,2,13,3
"2187",2022-06-01,"NC","LINCOLN",37109,734,13,96,625,0,731,3,794,9,1,1,23,1
"2188",2022-06-01,"NC","MACON",37113,267,7,167,93,0,266,1,214,2,1,1,9,2
"2189",2022-06-01,"NC","MADISON",37115,183,2,97,84,0,172,11,203,0,1,1,NA,1
"2190",2022-06-01,"NC","MARTIN",37117,248,4,104,140,0,248,0,270,2,0,0,1,0
"2191",2022-06-01,"NC","MCDOWELL",37111,449,0,11,438,0,447,2,472,1,0,0,15,2
"2192",2022-06-01,"NC","MECKLENBURG",37119,12366,20,406,11940,0,12343,23,13859,34,24,28,316,20
"2193",2022-06-01,"NC","MONTGOMERY",37123,155,12,73,70,0,143,12,187,4,2,3,1,3
"2194",2022-06-01,"NC","MOORE",37125,920,30,33,857,0,916,4,1017,4,7,12,84,5
"2195",2022-06-01,"NC","NASH",37127,842,9,279,554,0,832,10,839,11,4,6,39,6
"2196",2022-06-01,"NC","NEW HANOVER",37129,2220,7,366,1847,0,2213,7,2183,9,7,10,107,6
"2197",2022-06-01,"NC","ONSLOW",37133,1982,21,909,1052,0,1978,4,2261,5,1,1,36,2
"2198",2022-06-01,"NC","ORANGE",37135,1766,4,720,1042,0,1765,1,2226,3,0,0,129,2
"2199",2022-06-01,"NC","PASQUOTANK",37139,285,0,39,246,0,285,0,319,4,0,0,24,0
"2200",2022-06-01,"NC","PENDER",37141,419,4,152,263,0,418,1,471,3,0,0,0,2
"2201",2022-06-01,"NC","PERSON",37145,377,4,131,242,0,376,1,464,1,0,0,32,0
"2202",2022-06-01,"NC","PITT",37147,2143,4,182,1957,0,2142,1,2395,18,8,8,153,2
"2203",2022-06-01,"NC","POLK",37149,147,3,62,82,0,145,2,106,1,0,0,2,0
"2204",2022-06-01,"NC","RANDOLPH",37151,900,15,340,545,0,897,3,1066,11,2,3,15,8
"2205",2022-06-01,"NC","RICHMOND",37153,479,13,171,295,0,477,2,508,2,0,0,NA,1
"2206",2022-06-01,"NC","ROBESON",37155,1693,17,561,1115,0,1685,8,1829,7,4,4,36,4
"2207",2022-06-01,"NC","ROCKINGHAM",37157,621,11,215,395,0,619,2,739,5,4,4,17,4
"2208",2022-06-01,"NC","ROWAN",37159,1206,3,101,1102,0,1203,3,1315,15,3,4,24,4
"2209",2022-06-01,"NC","RUTHERFORD",37161,461,0,37,424,0,457,4,512,3,1,3,16,3
"2210",2022-06-01,"NC","SAMPSON",37163,497,7,265,225,0,491,6,477,4,0,1,14,3
"2211",2022-06-01,"NC","SCOTLAND",37165,416,0,28,388,0,416,0,492,2,0,0,30,0
"2212",2022-06-01,"NC","STANLY",37167,504,10,201,293,0,500,4,600,1,3,4,19,3
"2213",2022-06-01,"NC","STOKES",37169,403,10,128,265,0,397,6,403,2,0,0,2,2
"2214",2022-06-01,"NC","SURRY",37171,776,3,87,686,0,766,10,796,6,2,3,56,7
"2215",2022-06-01,"NC","TRANSYLVANIA",37175,266,12,132,122,0,266,0,278,0,0,1,8,1
"2216",2022-06-01,"NC","UNION",37179,2191,32,350,1809,0,2183,8,2417,7,2,2,57,3
"2217",2022-06-01,"NC","VANCE",37181,542,3,235,304,0,541,1,536,3,0,0,8,1
"2218",2022-06-01,"NC","WAKE",37183,15967,41,769,15157,11,15937,19,20325,35,25,32,335,33
"2219",2022-06-01,"NC","WATAUGA",37189,355,5,49,301,0,352,3,329,1,1,1,14,2
"2220",2022-06-01,"NC","WAYNE",37191,1228,13,345,870,0,1227,1,1151,8,2,3,35,3
"2221",2022-06-01,"NC","WILKES",37193,668,8,223,437,0,661,7,683,8,2,3,24,4
"2222",2022-06-01,"NC","WILSON",37195,690,8,3,679,0,683,7,733,6,2,4,93,5
"2223",2022-06-01,"NC","YADKIN",37197,493,0,7,486,0,493,0,552,1,0,0,NA,0
"2224",2022-07-01,"NC","ALAMANCE",37001,1997,40,152,1805,0,1989,8,1706,8,3,5,78,7
"2225",2022-07-01,"NC","ALEXANDER",37003,474,6,81,387,0,472,2,341,0,0,0,NA,2
"2226",2022-07-01,"NC","ANSON",37007,366,4,122,240,0,366,0,282,0,0,0,9,0
"2227",2022-07-01,"NC","ASHE",37009,195,5,55,135,0,194,1,13,0,1,1,13,1
"2228",2022-07-01,"NC","BEAUFORT",37013,737,0,1,736,0,737,0,617,1,0,0,48,0
"2229",2022-07-01,"NC","BLADEN",37017,501,8,300,193,0,500,1,414,0,1,1,4,2
"2230",2022-07-01,"NC","BRUNSWICK",37019,1931,11,433,1487,0,1912,19,1597,2,3,6,47,6
"2231",2022-07-01,"NC","BUNCOMBE",37021,2542,8,306,2228,0,2532,10,2267,12,7,13,204,11
"2232",2022-07-01,"NC","BURKE",37023,1057,0,170,887,0,1055,2,823,5,1,3,52,6
"2233",2022-07-01,"NC","CABARRUS",37025,2893,10,322,2561,0,2871,22,2494,3,8,15,109,10
"2234",2022-07-01,"NC","CALDWELL",37027,1318,10,229,1079,0,1310,8,1012,3,7,8,33,7
"2235",2022-07-01,"NC","CARTERET",37031,866,0,38,828,0,864,2,848,2,5,6,29,6
"2236",2022-07-01,"NC","CASWELL",37033,193,1,61,131,0,192,1,163,1,0,0,NA,0
"2237",2022-07-01,"NC","CATAWBA",37035,2258,13,292,1953,0,2251,7,1902,3,5,10,118,7
"2238",2022-07-01,"NC","CHATHAM",37037,783,3,13,767,0,783,0,675,2,2,2,11,1
"2239",2022-07-01,"NC","CHEROKEE",37039,367,3,103,261,0,337,30,258,0,2,3,10,2
"2240",2022-07-01,"NC","CLEVELAND",37045,1403,35,169,1199,0,1394,9,1186,1,7,8,67,7
"2241",2022-07-01,"NC","COLUMBUS",37047,718,5,285,428,0,714,4,626,1,3,5,0,4
"2242",2022-07-01,"NC","CRAVEN",37049,1482,2,49,1431,0,1465,17,1291,6,9,11,101,5
"2243",2022-07-01,"NC","CUMBERLAND",37051,4919,3,237,4679,0,4897,22,4508,7,10,14,157,10
"2244",2022-07-01,"NC","CURRITUCK",37053,183,0,2,181,0,183,0,166,0,0,1,NA,1
"2245",2022-07-01,"NC","DARE",37055,378,0,1,377,0,376,2,365,0,1,1,69,1
"2246",2022-07-01,"NC","DAVIDSON",37057,1882,33,137,1712,0,1871,11,1527,6,6,9,44,11
"2247",2022-07-01,"NC","DAVIE",37059,475,3,80,392,0,473,2,439,2,0,1,10,3
"2248",2022-07-01,"NC","DUPLIN",37061,968,4,598,366,0,964,4,792,2,0,0,27,4
"2249",2022-07-01,"NC","DURHAM",37063,4375,8,134,4233,0,4366,9,4398,0,9,15,234,11
"2250",2022-07-01,"NC","EDGECOMBE",37065,836,7,276,553,0,833,3,706,0,2,3,29,3
"2251",2022-07-01,"NC","FORSYTH",37067,4634,128,1658,2848,0,4620,14,3905,10,15,19,297,11
"2252",2022-07-01,"NC","FRANKLIN",37069,922,7,274,641,0,907,15,832,0,0,0,NA,3
"2253",2022-07-01,"NC","GASTON",37071,2972,128,358,2486,0,2938,34,2574,13,14,19,58,22
"2254",2022-07-01,"NC","GRANVILLE",37077,932,11,448,473,0,931,1,794,0,0,0,16,0
"2255",2022-07-01,"NC","GREENE",37079,278,0,4,274,0,278,0,226,1,0,0,NA,1
"2256",2022-07-01,"NC","GUILFORD",37081,5738,57,1699,3982,0,5693,45,4471,23,15,24,296,23
"2257",2022-07-01,"NC","HALIFAX",37083,920,9,192,719,0,917,3,770,2,0,0,40,1
"2258",2022-07-01,"NC","HARNETT",37085,1535,48,1021,466,0,1531,4,1387,2,0,1,27,2
"2259",2022-07-01,"NC","HAYWOOD",37087,602,12,235,355,0,597,5,514,5,4,4,36,3
"2260",2022-07-01,"NC","HENDERSON",37089,1435,11,325,1099,0,1426,9,1172,1,6,13,81,10
"2261",2022-07-01,"NC","HERTFORD",37091,390,14,124,252,0,379,11,288,2,2,2,20,2
"2262",2022-07-01,"NC","HOKE",37093,762,10,259,493,0,759,3,662,3,0,1,17,4
"2263",2022-07-01,"NC","IREDELL",37097,2043,11,199,1833,0,2032,11,1763,4,5,6,74,6
"2264",2022-07-01,"NC","JACKSON",37099,385,3,92,290,0,385,0,327,0,3,4,0,0
"2265",2022-07-01,"NC","JOHNSTON",37101,2574,24,650,1900,0,2570,4,2223,4,4,4,77,5
"2266",2022-07-01,"NC","LEE",37105,733,16,381,336,0,731,2,574,1,2,3,23,5
"2267",2022-07-01,"NC","LENOIR",37107,1056,16,260,780,0,1054,2,813,4,2,2,24,3
"2268",2022-07-01,"NC","LINCOLN",37109,1016,31,129,856,0,1011,5,847,1,3,5,34,6
"2269",2022-07-01,"NC","MACON",37113,479,6,200,273,0,474,5,394,0,1,2,21,2
"2270",2022-07-01,"NC","MADISON",37115,166,3,84,79,0,141,25,145,1,0,0,NA,1
"2271",2022-07-01,"NC","MARTIN",37117,354,6,140,208,0,353,1,279,0,0,0,3,0
"2272",2022-07-01,"NC","MCDOWELL",37111,669,1,14,654,0,664,5,575,-1,2,4,17,5
"2273",2022-07-01,"NC","MECKLENBURG",37119,15641,19,462,15160,0,15606,35,13441,19,19,34,483,33
"2274",2022-07-01,"NC","MONTGOMERY",37123,310,15,164,131,0,307,3,222,0,0,1,3,1
"2275",2022-07-01,"NC","MOORE",37125,1096,42,25,1029,0,1087,9,1025,3,3,5,87,4
"2276",2022-07-01,"NC","NASH",37127,1209,25,410,774,0,1200,9,1043,4,4,6,65,8
"2277",2022-07-01,"NC","NEW HANOVER",37129,2755,8,406,2341,0,2743,12,2412,5,12,13,104,9
"2278",2022-07-01,"NC","ONSLOW",37133,2626,33,1239,1354,0,2611,15,2021,6,7,7,59,8
"2279",2022-07-01,"NC","ORANGE",37135,1655,12,547,1096,0,1650,5,1584,4,1,4,150,5
"2280",2022-07-01,"NC","PASQUOTANK",37139,332,1,21,310,0,329,3,251,0,2,3,28,1
"2281",2022-07-01,"NC","PENDER",37141,634,7,147,480,0,630,4,512,2,0,0,0,1
"2282",2022-07-01,"NC","PERSON",37145,579,3,194,382,0,576,3,488,1,0,1,27,1
"2283",2022-07-01,"NC","PITT",37147,2802,1,91,2710,0,2795,7,2411,11,7,13,248,5
"2284",2022-07-01,"NC","POLK",37149,214,2,86,126,0,213,1,211,0,0,2,0,3
"2285",2022-07-01,"NC","RANDOLPH",37151,1357,19,414,924,0,1346,11,1028,2,4,7,33,9
"2286",2022-07-01,"NC","RICHMOND",37153,811,16,270,525,0,810,1,715,0,0,0,NA,0
"2287",2022-07-01,"NC","ROBESON",37155,2149,16,636,1497,0,2141,8,1747,8,4,4,58,8
"2288",2022-07-01,"NC","ROCKINGHAM",37157,811,14,221,576,0,805,6,674,3,6,9,18,6
"2289",2022-07-01,"NC","ROWAN",37159,1869,6,180,1683,0,1861,8,1550,3,3,3,48,4
"2290",2022-07-01,"NC","RUTHERFORD",37161,738,0,50,688,0,737,1,654,2,1,2,35,2
"2291",2022-07-01,"NC","SAMPSON",37163,1023,16,472,535,0,1022,1,849,1,0,1,17,1
"2292",2022-07-01,"NC","SCOTLAND",37165,430,0,7,423,0,430,0,339,1,1,1,37,0
"2293",2022-07-01,"NC","STANLY",37167,805,25,237,543,0,799,6,586,4,2,2,35,3
"2294",2022-07-01,"NC","STOKES",37169,581,14,160,407,0,578,3,481,2,0,0,2,4
"2295",2022-07-01,"NC","SURRY",37171,1386,3,132,1251,0,1376,10,1061,7,10,15,91,10
"2296",2022-07-01,"NC","TRANSYLVANIA",37175,381,13,152,216,0,377,4,307,1,1,1,17,1
"2297",2022-07-01,"NC","UNION",37179,2866,50,428,2388,0,2862,4,2488,4,3,3,80,5
"2298",2022-07-01,"NC","VANCE",37181,748,4,293,451,0,748,0,663,1,2,2,15,0
"2299",2022-07-01,"NC","WAKE",37183,14385,21,916,13448,0,14360,25,13154,15,19,31,393,23
"2300",2022-07-01,"NC","WATAUGA",37189,326,1,94,231,0,325,1,-460,1,2,4,6,3
"2301",2022-07-01,"NC","WAYNE",37191,2236,10,364,1862,0,2231,5,1877,1,4,7,72,6
"2302",2022-07-01,"NC","WILKES",37193,811,6,289,516,0,806,5,733,2,2,3,22,3
"2303",2022-07-01,"NC","WILSON",37195,1213,25,217,971,0,1209,4,962,4,2,2,211,4
"2304",2022-07-01,"NC","YADKIN",37197,595,2,24,569,0,591,4,506,-1,1,1,NA,2
"2305",2022-08-01,"NC","ALAMANCE",37001,2013,44,366,1603,0,2009,4,2248,14,6,10,67,6
"2306",2022-08-01,"NC","ALEXANDER",37003,469,2,77,390,0,466,3,599,1,0,0,NA,3
"2307",2022-08-01,"NC","ANSON",37007,339,5,123,211,0,339,0,407,0,0,1,9,1
"2308",2022-08-01,"NC","ASHE",37009,255,3,158,94,0,254,1,253,2,1,1,12,1
"2309",2022-08-01,"NC","BEAUFORT",37013,497,1,1,495,0,496,1,649,1,0,0,41,0
"2310",2022-08-01,"NC","BLADEN",37017,353,7,202,144,0,351,2,455,5,0,0,10,2
"2311",2022-08-01,"NC","BRUNSWICK",37019,1318,13,288,1017,0,1313,5,1777,11,3,4,34,5
"2312",2022-08-01,"NC","BUNCOMBE",37021,2078,9,310,1759,0,2071,7,2574,28,10,20,158,10
"2313",2022-08-01,"NC","BURKE",37023,1222,4,158,1060,0,1209,13,1135,7,1,3,51,4
"2314",2022-08-01,"NC","CABARRUS",37025,2182,10,270,1902,0,2173,9,2647,14,8,14,114,14
"2315",2022-08-01,"NC","CALDWELL",37027,1443,14,197,1232,0,1438,5,1507,13,5,8,45,6
"2316",2022-08-01,"NC","CARTERET",37031,596,1,80,515,0,579,17,752,12,1,5,31,6
"2317",2022-08-01,"NC","CASWELL",37033,209,6,68,135,0,209,0,233,2,0,0,NA,0
"2318",2022-08-01,"NC","CATAWBA",37035,2133,14,230,1889,0,2126,7,2570,16,5,11,140,6
"2319",2022-08-01,"NC","CHATHAM",37037,602,1,8,593,0,601,1,771,4,0,0,9,0
"2320",2022-08-01,"NC","CHEROKEE",37039,278,6,102,170,0,253,25,360,4,1,2,15,3
"2321",2022-08-01,"NC","CLEVELAND",37045,1363,24,167,1172,0,1357,6,1551,17,7,8,74,6
"2322",2022-08-01,"NC","COLUMBUS",37047,538,8,188,342,0,536,2,689,5,1,3,3,3
"2323",2022-08-01,"NC","CRAVEN",37049,1024,14,133,877,0,1018,6,1266,11,5,8,117,5
"2324",2022-08-01,"NC","CUMBERLAND",37051,3671,5,250,3416,0,3648,23,4898,27,15,17,144,12
"2325",2022-08-01,"NC","CURRITUCK",37053,132,1,8,123,0,131,1,190,2,2,2,NA,1
"2326",2022-08-01,"NC","DARE",37055,263,0,1,262,0,262,1,328,3,0,0,14,1
"2327",2022-08-01,"NC","DAVIDSON",37057,1890,24,236,1630,0,1881,9,2221,14,4,6,47,9
"2328",2022-08-01,"NC","DAVIE",37059,526,1,24,501,0,522,4,611,5,0,1,26,1
"2329",2022-08-01,"NC","DUPLIN",37061,774,8,504,262,0,773,1,1017,3,0,0,34,0
"2330",2022-08-01,"NC","DURHAM",37063,3760,7,172,3581,0,3752,8,4293,22,7,13,258,5
"2331",2022-08-01,"NC","EDGECOMBE",37065,690,11,260,419,0,688,2,860,8,3,3,18,2
"2332",2022-08-01,"NC","FORSYTH",37067,4546,109,1101,3336,0,4524,22,5359,17,8,17,328,12
"2333",2022-08-01,"NC","FRANKLIN",37069,795,7,253,535,0,781,14,968,6,1,1,NA,1
"2334",2022-08-01,"NC","GASTON",37071,2640,120,300,2220,0,2624,16,3029,32,13,14,50,13
"2335",2022-08-01,"NC","GRANVILLE",37077,631,9,273,349,0,629,2,819,5,1,1,7,1
"2336",2022-08-01,"NC","GREENE",37079,180,3,2,175,0,169,11,246,4,0,0,NA,1
"2337",2022-08-01,"NC","GUILFORD",37081,5735,71,1737,3927,15,5696,24,6446,57,28,44,349,46
"2338",2022-08-01,"NC","HALIFAX",37083,768,8,239,521,0,763,5,950,3,1,1,37,3
"2339",2022-08-01,"NC","HARNETT",37085,1243,54,938,251,0,1223,20,1574,9,3,4,51,6
"2340",2022-08-01,"NC","HAYWOOD",37087,642,10,140,492,0,637,5,728,4,4,5,33,6
"2341",2022-08-01,"NC","HENDERSON",37089,1058,5,169,884,0,1048,10,1342,11,8,13,102,9
"2342",2022-08-01,"NC","HERTFORD",37091,218,18,74,126,0,217,1,326,2,1,1,24,1
"2343",2022-08-01,"NC","HOKE",37093,633,9,205,419,0,630,3,788,7,1,2,15,2
"2344",2022-08-01,"NC","IREDELL",37097,2016,19,255,1742,0,2002,14,2322,17,8,13,92,13
"2345",2022-08-01,"NC","JACKSON",37099,398,1,112,285,0,398,0,434,2,0,2,0,1
"2346",2022-08-01,"NC","JOHNSTON",37101,2187,39,657,1491,0,2180,7,2559,11,3,5,88,5
"2347",2022-08-01,"NC","LEE",37105,644,22,293,329,0,642,2,790,12,0,0,23,2
"2348",2022-08-01,"NC","LENOIR",37107,733,8,235,490,0,730,3,1021,1,1,1,35,2
"2349",2022-08-01,"NC","LINCOLN",37109,832,23,103,706,0,828,4,1033,8,2,2,33,3
"2350",2022-08-01,"NC","MACON",37113,237,4,99,134,0,237,0,345,3,3,4,15,4
"2351",2022-08-01,"NC","MADISON",37115,141,3,81,57,0,127,14,170,1,0,0,NA,1
"2352",2022-08-01,"NC","MARTIN",37117,273,7,95,171,0,272,1,382,0,0,1,1,1
"2353",2022-08-01,"NC","MCDOWELL",37111,558,1,23,534,0,556,2,625,5,0,0,21,1
"2354",2022-08-01,"NC","MECKLENBURG",37119,11476,36,376,11064,0,11433,43,14679,52,26,47,543,37
"2355",2022-08-01,"NC","MONTGOMERY",37123,273,12,131,130,0,273,0,339,4,1,1,4,1
"2356",2022-08-01,"NC","MOORE",37125,848,31,15,802,0,840,8,1070,12,5,11,90,11
"2357",2022-08-01,"NC","NASH",37127,1014,23,345,646,0,1005,9,1226,11,1,4,71,4
"2358",2022-08-01,"NC","NEW HANOVER",37129,1870,11,510,1349,0,1859,11,2286,11,13,15,100,11
"2359",2022-08-01,"NC","ONSLOW",37133,2313,23,1024,1266,0,2290,23,3084,15,6,8,71,12
"2360",2022-08-01,"NC","ORANGE",37135,1372,8,473,891,0,1370,2,1721,5,1,1,199,1
"2361",2022-08-01,"NC","PASQUOTANK",37139,278,1,22,255,0,276,2,406,2,3,4,27,4
"2362",2022-08-01,"NC","PENDER",37141,571,7,131,433,0,569,2,692,7,0,0,0,4
"2363",2022-08-01,"NC","PERSON",37145,396,3,114,279,0,395,1,505,0,2,3,38,3
"2364",2022-08-01,"NC","PITT",37147,2243,12,300,1931,0,2236,7,2800,19,4,10,269,9
"2365",2022-08-01,"NC","POLK",37149,118,1,46,71,0,117,1,178,3,0,1,6,0
"2366",2022-08-01,"NC","RANDOLPH",37151,1301,16,333,952,0,1295,6,1555,17,2,4,20,6
"2367",2022-08-01,"NC","RICHMOND",37153,470,10,124,336,0,464,6,621,3,3,3,NA,4
"2368",2022-08-01,"NC","ROBESON",37155,1831,17,561,1253,0,1819,12,2055,10,4,4,61,8
"2369",2022-08-01,"NC","ROCKINGHAM",37157,858,11,223,624,0,858,0,926,10,0,0,24,1
"2370",2022-08-01,"NC","ROWAN",37159,1777,5,159,1613,0,1769,8,2095,12,6,8,55,11
"2371",2022-08-01,"NC","RUTHERFORD",37161,715,2,82,631,0,710,5,805,3,2,2,32,2
"2372",2022-08-01,"NC","SAMPSON",37163,758,16,308,434,0,754,4,986,5,0,1,25,3
"2373",2022-08-01,"NC","SCOTLAND",37165,392,3,20,369,0,389,3,486,8,4,4,48,2
"2374",2022-08-01,"NC","STANLY",37167,654,6,174,474,0,653,1,837,10,3,4,23,4
"2375",2022-08-01,"NC","STOKES",37169,643,14,154,475,0,641,2,735,6,0,0,7,5
"2376",2022-08-01,"NC","SURRY",37171,1488,8,189,1291,0,1474,14,1661,12,10,14,95,12
"2377",2022-08-01,"NC","TRANSYLVANIA",37175,329,11,146,172,0,326,3,355,4,2,2,16,1
"2378",2022-08-01,"NC","UNION",37179,2342,39,335,1968,0,2339,3,2875,7,4,5,66,3
"2379",2022-08-01,"NC","VANCE",37181,674,11,261,402,0,672,2,821,2,2,2,19,2
"2380",2022-08-01,"NC","WAKE",37183,11157,54,2368,8735,0,11131,26,13798,64,21,33,351,29
"2381",2022-08-01,"NC","WATAUGA",37189,490,4,226,260,0,487,3,430,3,2,4,15,3
"2382",2022-08-01,"NC","WAYNE",37191,1725,4,309,1412,0,1717,8,2261,9,2,7,97,5
"2383",2022-08-01,"NC","WILKES",37193,888,5,210,673,0,884,4,1022,10,1,2,19,3
"2384",2022-08-01,"NC","WILSON",37195,945,25,281,639,0,939,6,1216,7,4,10,216,9
"2385",2022-08-01,"NC","YADKIN",37197,661,1,19,641,0,658,3,757,5,1,2,NA,5
"2386",2022-09-01,"NC","ALAMANCE",37001,1548,31,486,1031,0,1539,9,1668,5,5,6,56,3
"2387",2022-09-01,"NC","ALEXANDER",37003,312,4,70,238,0,300,12,300,1,0,0,NA,2
"2388",2022-09-01,"NC","ANSON",37007,198,3,44,151,0,173,25,249,1,0,1,13,3
"2389",2022-09-01,"NC","ASHE",37009,157,6,51,100,0,135,22,187,0,0,0,5,1
"2390",2022-09-01,"NC","BEAUFORT",37013,427,1,2,424,0,426,1,388,1,0,0,63,2
"2391",2022-09-01,"NC","BLADEN",37017,244,6,128,110,0,243,1,251,2,2,2,6,2
"2392",2022-09-01,"NC","BRUNSWICK",37019,971,11,274,686,0,967,4,976,3,3,4,32,7
"2393",2022-09-01,"NC","BUNCOMBE",37021,1402,6,165,1231,0,1392,10,1397,3,7,11,136,7
"2394",2022-09-01,"NC","BURKE",37023,924,0,167,757,0,920,4,1082,0,1,7,56,4
"2395",2022-09-01,"NC","CABARRUS",37025,1401,3,173,1225,0,1398,3,1426,2,5,9,93,4
"2396",2022-09-01,"NC","CALDWELL",37027,1214,6,215,993,0,1204,10,1332,0,5,7,41,9
"2397",2022-09-01,"NC","CARTERET",37031,354,0,88,266,0,353,1,371,0,1,1,16,1
"2398",2022-09-01,"NC","CASWELL",37033,113,4,26,83,0,112,1,113,0,0,0,NA,1
